lat_grid,lon_grid,total_focos
-22.6,-47.03,3
-22.6,-47.08,3
-22.89,-46.76,3
-22.55,-46.87,3
-22.49,-47.13,3
-22.65,-47.07,3
-23.11,-47.0,3
-22.57,-46.99,3
-22.83,-47.13,3
-23.0,-47.35,3
-23.17,-47.13,3
-22.52,-47.11,3
-22.71,-46.97,3
-23.08,-47.16,3
-22.55,-47.04,3
-22.74,-47.05,3
-22.88,-47.34,3
-23.03,-46.8,3
-23.03,-46.84,3
-22.84,-46.87,3
-23.16,-47.16,3
-22.97,-46.9,3
-23.11,-47.22,3
-22.64,-47.07,3
-22.83,-46.99,3
-22.98,-46.79,3
-22.71,-47.08,3
-22.71,-47.21,3
-22.92,-47.04,3
-22.73,-47.35,3
-22.73,-47.46,3
-22.73,-47.5,3
-22.74,-46.87,3
-22.89,-46.8,3
-22.64,-47.1,3
-22.64,-47.15,3
-22.64,-47.19,3
-22.83,-47.03,3
-22.83,-47.05,3
-23.04,-47.1,3
-22.61,-46.93,3
-23.08,-46.85,3
-23.08,-47.01,3
-22.91,-47.33,3
-23.01,-47.02,3
-22.73,-47.21,3
-22.73,-47.09,3
-23.01,-46.92,3
-23.01,-46.93,3
-22.79,-47.3,3
-22.79,-47.31,3
-22.79,-47.45,3
-22.79,-47.26,3
-23.04,-47.03,3
-22.83,-47.31,3
-22.83,-46.94,3
-22.82,-47.29,3
-22.8,-47.06,3
-23.03,-47.19,3
-22.89,-47.44,3
-23.07,-46.84,3
-23.07,-46.98,3
-22.73,-46.87,3
-22.53,-47.2,3
-22.54,-47.1,3
-22.97,-47.31,3
-22.64,-47.24,3
-22.62,-47.06,3
-23.13,-47.18,3
-22.8,-46.88,3
-22.8,-46.9,3
-22.8,-46.93,3
-22.82,-47.25,3
-22.99,-47.03,3
-22.98,-47.03,3
-22.6,-47.15,3
-22.6,-47.17,3
-22.6,-47.18,3
-23.01,-46.95,3
-23.01,-46.96,3
-22.91,-46.98,3
-22.73,-46.94,3
-22.72,-47.24,3
-22.9,-47.0,3
-22.83,-46.88,3
-22.99,-47.32,3
-22.98,-47.14,3
-22.98,-47.16,3
-22.99,-46.82,3
-23.01,-46.86,3
-22.91,-46.76,3
-22.72,-47.08,3
-23.07,-47.28,3
-22.82,-47.08,3
-23.04,-46.75,3
-22.81,-46.92,3
-22.57,-47.08,3
-22.81,-47.24,3
-22.81,-47.5,3
-22.63,-47.04,3
-23.14,-47.16,3
-22.98,-47.37,3
-22.63,-47.19,3
-23.12,-47.17,3
-23.05,-47.11,3
-23.05,-47.21,3
-22.86,-47.27,3
-22.86,-46.84,3
-23.18,-47.21,3
-22.49,-47.22,3
-23.18,-47.25,3
-22.46,-47.23,3
-22.8,-47.5,3
-22.81,-47.27,3
-23.03,-47.29,3
-22.45,-47.2,3
-22.46,-47.17,3
-22.43,-47.21,3
-22.99,-46.78,3
-22.99,-46.79,3
-23.19,-47.15,2
-22.46,-47.2,2
-22.81,-47.1,2
-22.81,-47.19,2
-22.8,-47.51,2
-22.81,-46.84,2
-23.03,-47.31,2
-23.03,-47.32,2
-22.99,-46.92,2
-22.99,-47.0,2
-22.99,-47.02,2
-22.62,-47.13,2
-22.62,-47.19,2
-22.8,-47.33,2
-22.82,-46.86,2
-22.82,-46.85,2
-22.63,-47.01,2
-23.12,-47.16,2
-22.63,-47.12,2
-22.98,-47.35,2
-22.99,-47.14,2
-22.82,-47.23,2
-22.82,-47.22,2
-22.8,-46.99,2
-23.04,-46.95,2
-23.04,-46.91,2
-23.04,-46.88,2
-22.81,-47.43,2
-22.8,-46.86,2
-22.9,-47.09,2
-22.89,-47.4,2
-22.9,-46.95,2
-22.9,-46.93,2
-22.9,-46.85,2
-22.72,-47.25,2
-22.73,-46.92,2
-22.54,-47.11,2
-23.01,-46.94,2
-22.61,-46.87,2
-22.91,-46.88,2
-22.91,-46.86,2
-22.9,-47.28,2
-22.72,-47.28,2
-22.9,-46.79,2
-22.9,-46.77,2
-22.73,-47.15,2
-23.01,-47.01,2
-23.01,-46.98,2
-22.92,-46.69,2
-22.91,-47.39,2
-22.91,-47.34,2
-22.91,-47.32,2
-22.91,-47.3,2
-22.91,-47.29,2
-23.08,-47.11,2
-22.54,-47.09,2
-22.53,-47.23,2
-22.9,-46.72,2
-22.73,-46.89,2
-22.72,-47.45,2
-23.07,-47.0,2
-22.89,-47.15,2
-22.89,-47.01,2
-22.73,-47.34,2
-22.73,-47.32,2
-22.92,-47.0,2
-22.92,-46.9,2
-22.92,-46.87,2
-23.08,-47.29,2
-22.92,-46.7,2
-23.07,-46.82,2
-22.73,-47.1,2
-22.73,-47.07,2
-22.73,-47.25,2
-22.73,-47.24,2
-22.73,-47.23,2
-22.73,-47.16,2
-22.89,-46.9,2
-22.89,-46.88,2
-22.89,-46.85,2
-22.89,-46.84,2
-22.74,-46.94,2
-22.74,-46.9,2
-22.55,-47.07,2
-23.0,-47.3,2
-22.92,-47.1,2
-22.52,-47.13,2
-23.17,-47.12,2
-23.01,-46.76,2
-22.91,-47.28,2
-22.89,-47.26,2
-22.89,-46.82,2
-22.89,-47.2,2
-22.89,-46.71,2
-22.89,-46.7,2
-22.6,-47.06,2
-23.15,-47.18,2
-22.93,-46.92,2
-22.93,-46.89,2
-22.93,-46.7,2
-22.93,-46.69,2
-22.7,-46.99,2
-22.7,-46.95,2
-22.7,-46.94,2
-23.08,-47.26,2
-23.08,-47.24,2
-22.89,-46.96,2
-22.89,-46.95,2
-22.89,-46.93,2
-22.88,-47.08,2
-22.88,-47.23,2
-22.88,-47.2,2
-23.01,-47.3,2
-23.06,-47.23,2
-22.74,-47.1,2
-22.74,-47.34,2
-22.93,-46.95,2
-22.69,-47.38,2
-22.69,-47.29,2
-23.09,-47.17,2
-23.09,-47.12,2
-23.09,-47.11,2
-22.55,-46.97,2
-22.55,-46.89,2
-22.89,-46.79,2
-22.74,-47.37,2
-23.06,-46.97,2
-22.75,-47.05,2
-22.93,-47.39,2
-22.93,-47.34,2
-22.93,-47.33,2
-22.93,-47.32,2
-23.16,-47.29,2
-23.16,-47.26,2
-22.7,-46.88,2
-22.93,-47.25,2
-22.93,-46.68,2
-22.74,-47.2,2
-22.74,-47.48,2
-23.01,-47.21,2
-23.01,-47.2,2
-22.75,-47.19,2
-22.75,-47.16,2
-22.75,-47.12,2
-22.75,-47.11,2
-22.94,-46.95,2
-23.09,-46.79,2
-23.09,-46.77,2
-23.16,-47.25,2
-22.51,-47.24,2
-22.94,-46.86,2
-22.94,-46.75,2
-22.87,-47.33,2
-22.88,-46.99,2
-22.88,-46.98,2
-22.88,-46.89,2
-22.88,-46.88,2
-23.06,-46.77,2
-22.87,-46.88,2
-22.87,-46.85,2
-22.87,-46.84,2
-22.94,-47.29,2
-22.94,-47.13,2
-22.51,-47.13,2
-22.69,-47.11,2
-22.69,-47.06,2
-23.09,-47.0,2
-22.94,-46.98,2
-22.75,-47.4,2
-22.56,-46.9,2
-22.55,-47.22,2
-22.87,-47.29,2
-22.87,-47.42,2
-23.02,-46.76,2
-23.01,-47.35,2
-22.76,-46.98,2
-22.95,-46.98,2
-22.69,-46.89,2
-22.69,-46.88,2
-22.68,-47.36,2
-23.1,-46.82,2
-23.1,-46.81,2
-22.95,-46.79,2
-22.55,-47.12,2
-22.75,-47.38,2
-22.75,-47.35,2
-22.75,-47.34,2
-22.75,-47.32,2
-23.06,-46.78,2
-23.06,-46.85,2
-22.76,-47.15,2
-22.76,-47.09,2
-22.56,-47.1,2
-22.56,-47.08,2
-22.56,-46.95,2
-22.95,-47.16,2
-23.09,-47.25,2
-23.09,-47.23,2
-23.09,-47.19,2
-23.09,-47.18,2
-22.68,-47.09,2
-22.95,-47.0,2
-23.02,-46.82,2
-23.02,-46.79,2
-23.02,-46.77,2
-22.59,-47.17,2
-22.59,-47.14,2
-22.77,-46.91,2
-22.86,-47.07,2
-23.02,-46.97,2
-23.02,-46.88,2
-22.95,-47.06,2
-23.0,-47.01,2
-23.0,-46.92,2
-23.1,-47.25,2
-23.1,-47.23,2
-22.67,-47.28,2
-22.67,-47.27,2
-22.87,-46.75,2
-22.86,-47.46,2
-22.87,-46.96,2
-22.86,-46.97,2
-22.86,-46.96,2
-22.77,-46.96,2
-22.77,-47.1,2
-23.1,-47.12,2
-22.67,-47.1,2
-22.5,-47.07,2
-22.49,-47.16,2
-22.86,-46.92,2
-22.86,-46.87,2
-22.86,-46.85,2
-22.77,-46.88,2
-22.77,-46.86,2
-23.05,-47.2,2
-23.05,-47.14,2
-23.05,-47.13,2
-22.59,-47.04,2
-22.85,-47.04,2
-22.85,-47.52,2
-23.05,-47.23,2
-22.77,-47.34,2
-23.02,-47.15,2
-23.02,-47.12,2
-23.02,-47.11,2
-22.95,-47.39,2
-23.0,-47.03,2
-22.96,-46.88,2
-22.96,-46.84,2
-22.62,-46.98,2
-22.62,-46.93,2
-23.02,-47.19,2
-22.86,-46.98,2
-22.59,-46.88,2
-22.78,-46.95,2
-22.78,-46.94,2
-22.78,-46.9,2
-22.96,-46.82,2
-22.96,-46.81,2
-22.96,-47.2,2
-22.96,-47.19,2
-22.66,-47.03,2
-22.67,-47.01,2
-22.85,-47.18,2
-23.02,-47.18,2
-22.77,-47.18,2
-23.05,-46.96,2
-23.05,-46.88,2
-22.59,-47.05,2
-22.84,-47.53,2
-22.78,-46.88,2
-22.78,-46.87,2
-22.96,-47.0,2
-23.0,-46.78,2
-22.99,-47.35,2
-22.96,-47.29,2
-22.66,-47.19,2
-22.66,-47.11,2
-22.66,-47.06,2
-22.85,-46.98,2
-22.85,-46.97,2
-22.85,-46.95,2
-22.85,-46.93,2
-22.59,-47.03,2
-22.59,-47.02,2
-23.05,-46.86,2
-23.04,-47.23,2
-23.02,-47.3,2
-23.02,-47.22,2
-23.02,-47.21,2
-23.03,-46.74,2
-22.97,-46.94,2
-22.97,-46.93,2
-22.97,-46.92,2
-22.66,-47.0,2
-22.66,-46.99,2
-22.96,-47.33,2
-23.0,-46.87,2
-23.0,-46.85,2
-22.85,-46.85,2
-22.85,-46.83,2
-22.83,-47.39,2
-22.83,-47.38,2
-22.58,-47.11,2
-22.58,-47.1,2
-22.58,-47.06,2
-22.84,-46.8,2
-22.97,-46.77,2
-22.97,-47.18,2
-22.65,-47.12,2
-23.17,-47.23,2
-22.49,-47.12,2
-22.49,-47.09,2
-22.84,-47.4,2
-22.78,-47.25,2
-22.78,-47.21,2
-23.05,-46.87,2
-22.79,-46.99,2
-23.04,-47.11,2
-23.04,-47.09,2
-23.04,-47.08,2
-23.03,-47.24,2
-23.11,-47.2,2
-23.11,-47.18,2
-22.97,-46.89,2
-22.97,-46.84,2
-23.16,-47.17,2
-22.84,-46.84,2
-22.79,-46.96,2
-22.79,-46.92,2
-22.79,-46.91,2
-22.79,-46.89,2
-23.03,-46.98,2
-22.83,-46.86,2
-23.03,-47.26,2
-22.8,-46.96,2
-22.8,-46.91,2
-22.8,-46.89,2
-22.98,-46.93,2
-22.98,-46.87,2
-22.98,-46.86,2
-23.13,-47.26,2
-23.13,-47.16,2
-22.98,-46.75,2
-22.83,-46.98,2
-22.83,-46.93,2
-22.83,-46.9,2
-22.79,-47.07,2
-22.79,-47.0,2
-23.03,-47.22,2
-23.03,-47.18,2
-23.03,-47.14,2
-23.03,-47.12,2
-22.8,-46.84,2
-22.8,-47.09,2
-22.8,-47.0,2
-22.82,-46.96,2
-22.98,-47.33,2
-22.98,-46.84,2
-22.64,-47.05,2
-22.64,-47.01,2
-22.64,-46.9,2
-23.12,-47.25,2
-22.98,-47.0,2
-22.98,-46.99,2
-23.21,-47.12,2
-23.2,-47.15,2
-22.43,-47.19,2
-22.99,-46.88,2
-22.99,-46.81,2
-22.99,-46.75,2
-22.62,-47.1,2
-22.63,-47.11,2
-22.57,-47.17,2
-22.57,-47.15,2
-22.57,-47.14,2
-22.57,-47.11,2
-23.04,-46.78,2
-23.04,-46.73,2
-22.82,-46.97,2
-22.8,-47.34,2
-22.9,-47.25,2
-22.72,-46.96,2
-22.72,-46.93,2
-23.08,-46.78,2
-22.53,-47.09,2
-22.91,-46.85,2
-22.91,-46.84,2
-22.91,-46.8,2
-22.91,-46.79,2
-22.91,-46.74,2
-22.91,-46.72,2
-23.01,-46.88,2
-23.01,-46.87,2
-23.01,-46.8,2
-23.07,-47.17,2
-23.07,-47.16,2
-22.97,-46.83,1
-23.17,-47.24,1
-23.18,-47.12,1
-23.18,-47.15,1
-23.0,-46.89,1
-22.96,-47.24,1
-22.99,-47.38,1
-23.0,-46.77,1
-23.0,-46.8,1
-22.96,-47.14,1
-22.96,-46.85,1
-22.96,-46.86,1
-22.96,-46.89,1
-22.96,-46.9,1
-22.96,-46.91,1
-22.96,-46.96,1
-23.1,-47.21,1
-23.1,-47.22,1
-22.62,-46.88,1
-22.66,-47.28,1
-22.67,-46.91,1
-22.67,-46.99,1
-22.66,-47.04,1
-22.66,-47.05,1
-22.66,-47.12,1
-22.66,-47.02,1
-22.65,-47.01,1
-22.65,-47.06,1
-22.65,-47.09,1
-22.64,-47.26,1
-23.11,-46.99,1
-23.11,-47.23,1
-23.09,-47.13,1
-22.7,-46.89,1
-22.69,-46.95,1
-22.69,-47.12,1
-23.1,-46.77,1
-23.1,-46.79,1
-23.1,-46.85,1
-22.68,-47.28,1
-22.68,-46.93,1
-22.67,-47.08,1
-22.67,-47.04,1
-23.1,-47.0,1
-23.1,-47.14,1
-23.1,-47.18,1
-23.1,-47.19,1
-23.1,-47.2,1
-23.07,-47.23,1
-23.07,-47.25,1
-22.6,-47.23,1
-23.08,-47.03,1
-23.08,-47.09,1
-23.08,-47.1,1
-22.71,-47.27,1
-22.71,-47.09,1
-22.71,-47.1,1
-23.09,-46.75,1
-22.71,-46.93,1
-22.71,-46.94,1
-23.08,-47.21,1
-23.08,-47.23,1
-22.7,-46.98,1
-23.09,-47.09,1
-23.07,-46.76,1
-23.07,-46.77,1
-23.15,-47.16,1
-22.6,-47.04,1
-22.74,-46.92,1
-22.74,-47.09,1
-22.73,-47.31,1
-23.07,-47.1,1
-23.07,-46.83,1
-23.07,-46.88,1
-23.07,-46.96,1
-23.07,-47.26,1
-23.07,-47.27,1
-23.08,-46.76,1
-22.72,-46.89,1
-23.07,-47.18,1
-22.75,-47.21,1
-22.75,-47.42,1
-23.15,-47.15,1
-23.06,-47.17,1
-22.75,-46.93,1
-22.75,-46.95,1
-23.06,-47.11,1
-22.74,-47.38,1
-22.74,-47.4,1
-22.75,-46.88,1
-22.75,-46.9,1
-23.07,-46.8,1
-23.07,-46.81,1
-22.74,-47.32,1
-22.74,-47.11,1
-23.06,-47.19,1
-22.76,-47.42,1
-22.77,-46.85,1
-22.77,-46.87,1
-22.59,-47.07,1
-22.59,-47.11,1
-22.76,-47.18,1
-23.06,-46.94,1
-23.06,-46.96,1
-22.76,-46.95,1
-22.76,-46.96,1
-22.76,-46.87,1
-22.76,-46.91,1
-22.76,-46.93,1
-22.76,-46.94,1
-23.05,-47.29,1
-23.06,-46.84,1
-22.78,-46.93,1
-22.58,-47.24,1
-22.59,-47.01,1
-23.05,-46.89,1
-23.05,-46.91,1
-23.05,-46.99,1
-23.05,-47.0,1
-23.05,-47.02,1
-22.77,-47.16,1
-22.77,-47.17,1
-22.77,-46.94,1
-23.05,-47.15,1
-23.05,-47.18,1
-22.76,-47.34,1
-22.76,-47.35,1
-22.76,-47.41,1
-22.79,-46.85,1
-22.79,-46.88,1
-22.79,-46.94,1
-22.79,-46.97,1
-22.58,-47.07,1
-22.58,-47.09,1
-22.58,-47.19,1
-23.04,-47.24,1
-23.04,-47.25,1
-23.05,-46.81,1
-23.05,-46.82,1
-22.78,-46.98,1
-23.05,-47.06,1
-22.77,-47.5,1
-22.78,-46.85,1
-22.78,-46.91,1
-22.81,-46.97,1
-22.57,-47.23,1
-22.58,-46.87,1
-23.04,-46.89,1
-23.04,-46.9,1
-23.04,-46.98,1
-22.8,-46.98,1
-22.8,-47.01,1
-22.8,-47.07,1
-22.8,-47.08,1
-23.04,-47.15,1
-22.79,-47.27,1
-22.79,-47.29,1
-23.04,-47.12,1
-22.79,-47.08,1
-22.78,-47.5,1
-23.04,-46.82,1
-22.81,-47.41,1
-22.57,-47.05,1
-22.57,-47.06,1
-22.57,-47.12,1
-22.57,-47.19,1
-23.04,-46.74,1
-23.04,-46.79,1
-23.04,-46.8,1
-22.81,-47.0,1
-22.81,-47.09,1
-22.81,-46.83,1
-22.81,-46.87,1
-22.81,-46.9,1
-22.81,-46.91,1
-22.81,-46.96,1
-22.84,-46.79,1
-22.57,-46.92,1
-23.03,-46.91,1
-23.03,-46.97,1
-22.83,-46.96,1
-22.83,-47.0,1
-23.03,-47.25,1
-22.83,-46.87,1
-23.03,-47.2,1
-22.82,-47.27,1
-22.82,-46.98,1
-22.82,-46.99,1
-22.82,-47.07,1
-22.82,-46.89,1
-22.82,-46.9,1
-23.04,-46.81,1
-22.86,-46.79,1
-23.15,-47.28,1
-23.02,-47.14,1
-22.85,-47.16,1
-22.85,-47.2,1
-22.85,-46.88,1
-22.85,-46.91,1
-23.02,-47.34,1
-23.03,-46.72,1
-22.85,-46.87,1
-22.84,-47.17,1
-22.84,-47.19,1
-23.03,-46.76,1
-23.03,-46.77,1
-23.03,-46.83,1
-22.84,-46.98,1
-22.86,-47.45,1
-22.86,-47.48,1
-22.87,-46.77,1
-22.56,-47.0,1
-22.56,-47.15,1
-23.02,-46.89,1
-23.02,-46.92,1
-23.02,-46.93,1
-23.02,-46.98,1
-23.02,-46.99,1
-23.02,-47.01,1
-22.86,-47.06,1
-22.86,-46.86,1
-22.86,-47.04,1
-23.02,-47.2,1
-22.86,-46.76,1
-22.87,-47.21,1
-22.87,-47.22,1
-22.87,-47.24,1
-22.87,-47.3,1
-22.55,-47.14,1
-22.56,-46.94,1
-22.87,-47.05,1
-23.02,-46.73,1
-23.02,-46.74,1
-23.02,-46.75,1
-23.02,-46.8,1
-23.02,-46.81,1
-22.87,-46.86,1
-22.87,-46.92,1
-22.87,-46.98,1
-22.87,-47.03,1
-22.89,-46.75,1
-22.55,-46.96,1
-23.01,-47.29,1
-22.88,-47.28,1
-22.88,-47.0,1
-22.88,-47.05,1
-22.88,-47.07,1
-23.01,-47.17,1
-22.88,-46.83,1
-22.88,-46.86,1
-22.88,-46.9,1
-22.88,-46.93,1
-22.87,-47.43,1
-22.88,-46.72,1
-22.88,-46.73,1
-22.88,-46.76,1
-22.9,-46.68,1
-22.9,-46.73,1
-22.9,-46.74,1
-22.9,-46.76,1
-22.89,-47.28,1
-22.89,-47.09,1
-22.89,-47.16,1
-22.89,-47.17,1
-22.89,-46.83,1
-22.89,-46.89,1
-22.89,-46.92,1
-22.89,-46.94,1
-22.89,-46.97,1
-22.89,-46.98,1
-22.89,-46.69,1
-22.89,-46.72,1
-22.91,-46.78,1
-22.91,-46.87,1
-22.91,-46.89,1
-22.52,-47.24,1
-22.53,-47.1,1
-22.9,-47.32,1
-22.9,-47.04,1
-22.9,-47.1,1
-22.9,-47.2,1
-22.9,-47.24,1
-22.9,-46.81,1
-22.9,-46.82,1
-22.9,-46.87,1
-22.9,-46.89,1
-22.9,-46.9,1
-23.01,-47.15,1
-23.0,-47.31,1
-23.0,-47.32,1
-22.92,-46.8,1
-22.92,-46.85,1
-22.92,-46.86,1
-22.92,-46.91,1
-22.92,-47.07,1
-22.92,-47.08,1
-22.91,-47.08,1
-22.91,-46.99,1
-22.91,-47.04,1
-22.91,-47.06,1
-23.01,-46.83,1
-23.01,-46.84,1
-23.01,-46.85,1
-22.91,-46.71,1
-22.94,-46.87,1
-22.51,-47.16,1
-23.16,-47.24,1
-22.93,-47.29,1
-22.93,-47.3,1
-22.93,-47.05,1
-22.93,-47.06,1
-22.93,-47.1,1
-22.93,-46.67,1
-22.93,-46.72,1
-22.93,-46.79,1
-22.93,-46.86,1
-22.93,-46.9,1
-22.93,-46.91,1
-22.92,-47.3,1
-22.92,-47.11,1
-22.95,-46.83,1
-22.95,-46.85,1
-22.51,-47.06,1
-22.51,-47.11,1
-22.94,-47.1,1
-22.94,-47.12,1
-22.94,-47.28,1
-22.94,-47.31,1
-22.94,-46.7,1
-22.94,-46.72,1
-22.94,-46.76,1
-22.94,-46.77,1
-22.94,-46.78,1
-22.94,-46.81,1
-22.94,-46.82,1
-22.94,-46.85,1
-22.95,-47.32,1
-22.95,-47.35,1
-22.95,-47.37,1
-22.96,-46.71,1
-22.96,-46.72,1
-22.96,-46.76,1
-23.0,-46.93,1
-23.0,-46.97,1
-22.95,-46.87,1
-22.95,-46.89,1
-22.95,-46.9,1
-22.95,-46.91,1
-22.95,-46.95,1
-22.94,-47.33,1
-22.95,-46.73,1
-22.95,-46.82,1
-23.2,-47.14,1
-22.48,-47.09,1
-22.49,-47.07,1
-22.49,-47.08,1
-22.99,-46.99,1
-22.98,-47.4,1
-22.99,-46.87,1
-22.98,-46.83,1
-22.98,-46.85,1
-22.98,-46.74,1
-22.98,-46.81,1
-22.99,-47.31,1
-22.97,-47.15,1
-22.97,-47.19,1
-22.97,-46.79,1
-22.97,-46.81,1
-22.64,-47.06,1
-22.62,-47.07,1
-22.62,-47.08,1
-22.63,-47.25,1
-22.64,-47.02,1
-22.63,-47.13,1
-22.63,-47.17,1
-22.63,-47.05,1
-23.14,-47.14,1
-22.62,-47.25,1
-23.22,-47.12,1
-22.45,-47.17,1
-22.47,-47.12,1
-23.19,-47.12,1
-23.19,-47.13,1
-23.19,-47.14,1
